"title","title_type","directors","imdb_rating","runtime","year","genres","num_votes","rel_date","url","id","title_rt","year_rt","genre_rt","mpaa_rating","runtime_rt","critics_rating","critics_score","audience_rating","audience_score","actor1","actor2","actor3","actor4","actor5","director_rt","studio","link"
"Happily Ever After","Feature Film","John Howley",4.8,75,"1990","family, animation, musical, fantasy",1572,"1990-06-20","http://www.imdb.com/title/tt0099733/","0099733","Happily Ever After",1993,"Animation","G","75","Rotten",36,"Spilled",53,"Dom DeLuise","Phyllis Diller","Zsa Zsa Gabor","Irene Cara","Edward Asner","John Howley","Worldvision Home Video","http://www.rottentomatoes.com/m/happily-ever-after/"
"Who Is Killing the Great Chefs of Europe?","Feature Film","Ted Kotcheff",6.5,112,"1978","comedy, mystery, crime",1499,"1978-09-13","http://www.imdb.com/title/tt0078488/","0078488","Who Is Killing the Great Chefs of Europe? (Too Many Chefs)",1978,"Mystery & Suspense","PG","112","Fresh",67,"Upright",73,"George Segal","Jacqueline Bisset","Robert Morley","Jean-Pierre Cassel","Philippe Noiret","Ted Kotcheff","Warner Bros. Pictures","http://www.rottentomatoes.com/m/who_is_killing_the_great_chefs_of_europe/"
"Wildflower","TV Movie","Diane Keaton",7.4,120,"1991","drama, romance",856,"1991-12-03","http://www.imdb.com/title/tt0103266/","0103266","Wildflower",1991,"Drama","PG-13","94",NA,-1,"Upright",82,"Patricia Arquette","Beau Bridges","William McNamara","Reese Witherspoon","Susan Blakely","Diane Keaton","Worldvision Home Video","http://www.rottentomatoes.com/m/1039504-wildflower/"
"Compliance","Feature Film","Craig Zobel",6.4,90,"2012","crime, drama, thriller",21194,"2012-01-21","http://www.imdb.com/title/tt1971352/","1971352","Compliance",2012,"Drama","R","90","Certified Fresh",89,"Upright",61,"Ann Dowd","Dreama Walker","Pat Healy","Bill Camp","Philip Ettinger","Craig Zobel","Magnolia Pictures","http://www.rottentomatoes.com/m/compliance_2012/"
"Altered","Feature Film","Eduardo Sánchez",5.7,88,"2006","horror, sci_fi, thriller",8303,"2006-12-19","http://www.imdb.com/title/tt0457275/","0457275","Altered",2006,"Horror","R","88",NA,-1,"Spilled",43,"Adam Kaufman","Brian William Henke","Brad William Henke","James Gammon","Catherine Mangan","Eduardo Sanchez","Universal Pictures","http://www.rottentomatoes.com/m/altered/"
"The Commitments","Feature Film","Alan Parker",7.5,118,"1991","comedy, drama, music",23216,"1991-08-14","http://www.imdb.com/title/tt0101605/","0101605","The Commitments",1991,"Drama","R","116","Certified Fresh",88,"Upright",90,"Robert Arkins","Michael Aherne","Angeline Ball","Maria Doyle Kennedy","Dave Finnegan","Alan Parker",NA,"http://www.rottentomatoes.com/m/1037024-commitments/"
"Death Race 2000","Feature Film","Paul Bartel",6.2,80,"1975","action, comedy, sci_fi, sport",18251,"1975-04-27","http://www.imdb.com/title/tt0072856/","0072856","Death Race 2000",1975,"Action & Adventure","R","78","Fresh",85,"Upright",64,"David Carradine","Sylvester Stallone","Simone Griffeth","Mary Woronov","Roberta Collins","Paul Bartel","New World Pictures","http://www.rottentomatoes.com/m/death_race_2000/"
"The Prize Winner of Defiance, Ohio","Feature Film","Jane Anderson",7.3,99,"2005","biography, drama",4633,"2005-09-28","http://www.imdb.com/title/tt0406158/","0406158","The Prize Winner of Defiance, Ohio",2005,"Drama","PG-13","99","Rotten",57,"Upright",74,"Julianne Moore","Woody Harrelson","Laura Dern","Ellary Porterfield","Trevor Morgan","Jane Anderson","Dreamworks Distribution LLC","http://www.rottentomatoes.com/m/prize_winner_of_defiance_ohio/"
"Baywatch","Feature Film","Sean Anders, John Morris",NA,NA,"????","comedy",NA,"","http://www.imdb.com/title/tt1469304/","1469304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Tamarind Seed","Feature Film","Blake Edwards",6.6,119,"1974","romance, drama",971,"1974-07-11","http://www.imdb.com/title/tt0072253/","0072253","The Tamarind Seed",1974,"Drama","PG","130",NA,-1,"Upright",74,"Julie Andrews","Omar Sharif","Anthony Quayle","Dan O'Herlihy","Sylvia Syms","Blake Edwards",NA,"http://www.rottentomatoes.com/m/tamarind_seed/"
"Son of the Morning Star","TV Movie","Mike Robe",7.5,187,"1991","biography, history, western",653,"1991-02-03","http://www.imdb.com/title/tt0102962/","0102962","Son of the Morning Star",1991,"Western","PG-13","186",NA,-1,"Upright",80,"Gary Cole","Rosanna Arquette","Dean Stockwell","Stanley Anderson","George American Horse","Mike Robe",NA,"http://www.rottentomatoes.com/m/son_of_the_morning_star/"
"Commando","Feature Film","Mark L. Lester",6.7,90,"1985","action, adventure",94464,"1985-10-04","http://www.imdb.com/title/tt0088944/","0088944","Commando",1985,"Action & Adventure","R","90","Fresh",69,"Upright",67,"Arnold Schwarzenegger","Alyssa Milano","Rae Dawn Chong","Dan Hedaya","Vernon Wells","Mark L. Lester","20th Century Fox","http://www.rottentomatoes.com/m/1004567-commando/"
"Dad","Feature Film","Gary David Goldberg",6.1,117,"1989","drama, comedy",3396,"1989-11-10","http://www.imdb.com/title/tt0097142/","0097142","Dad",1989,"Drama","PG","117","Rotten",56,"Upright",62,"Jack Lemmon","Ted Danson","Olympia Dukakis","Kathy Baker","Kevin Spacey","Gary David Goldberg","MCA Universal Home Video","http://www.rottentomatoes.com/m/dad/"
"U.F.O. Abduction","Video","Dean Alioto",6.5,66,"1989","horror, sci_fi",287,"1989","http://www.imdb.com/title/tt0169005/","0169005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skyline","Feature Film","The Brothers Strause, The Brothers Strause",4.4,97,"2010","action, sci_fi, thriller",71481,"2010-11-11","http://www.imdb.com/title/tt1564585/","1564585","Skyline",2010,"Mystery & Suspense","PG-13","92","Rotten",15,"Spilled",18,"Eric Balfour","Scottie Thompson","Brittany Daniel","Crystal Reed","Neil Hopkins","Greg Strause","Rogue Pictures/Universal Studios","http://www.rottentomatoes.com/m/skyline_2010/"
"The Client","Feature Film","Joel Schumacher",6.7,119,"1994","crime, drama, mystery, thriller",41539,"1994-07-20","http://www.imdb.com/title/tt0109446/","0109446","The Client",1994,"Drama","PG-13","120","Fresh",80,"Upright",69,"Susan Sarandon","Brad Renfro","Tommy Lee Jones","Mary-Louise Parker","J.T. Walsh","Joel Schumacher","Warner Home Video","http://www.rottentomatoes.com/m/client/"
"GoldenEye","Feature Film","Martin Campbell",7.2,130,"1995","action, adventure, thriller",176332,"1995-11-13","http://www.imdb.com/title/tt0113189/","0113189","GoldenEye",1995,"Mystery & Suspense","PG-13","130","Certified Fresh",82,"Upright",83,"Pierce Brosnan","Sean Bean","Izabella Scorupco","Famke Janssen","Joe Don Baker","Martin Campbell","MGM/UA","http://www.rottentomatoes.com/m/goldeneye/"
"True Colors","Feature Film","Herbert Ross",6.3,111,"1991","drama",3614,"1991-03-15","http://www.imdb.com/title/tt0103125/","0103125","True Colors",1991,"Drama","R","110","Rotten",47,"Spilled",47,"John Cusack","James Spader","Imogen Stubbs","Richard Widmark","Mandy Patinkin","Herbert Ross","Paramount Home Video","http://www.rottentomatoes.com/m/1033465-true_colors/"
"Sacrifice!","Feature Film","Umberto Lenzi",5.5,93,"1972","adventure, horror",1254,"1972-08-08","http://www.imdb.com/title/tt0069956/","0069956","Il Paese del sesso selvaggio (Man from Deep River) (Sacrifice!)",1972,"Drama","R","90",NA,-1,"Spilled",40,"Me Me Lai","Ivan Rassimov","Ong Ard","Sullalewan Suxantat","Pratitsak Singhara","Umberto Lenzi",NA,"http://www.rottentomatoes.com/m/il-paese-del-sesso-selvaggio-man-from-deep-river-sacrifice/"
"High Spirits","Feature Film","Neil Jordan",5.6,99,"1988","comedy, fantasy, horror, romance",5688,"1988-11-18","http://www.imdb.com/title/tt0095304/","0095304","High Spirits",1988,"Science Fiction & Fantasy","PG-13","99","Rotten",18,"Upright",60,"Peter O'Toole","Daryl Hannah","Steve Guttenberg","Beverly D'Angelo","Liam Neeson","Neil Jordan","Media Home Entertainment","http://www.rottentomatoes.com/m/high_spirits/"
"The Nutcracker Prince","Feature Film","Paul Schibli",6.8,75,"1990","animation, adventure, family, fantasy",1325,"1990-11-21","http://www.imdb.com/title/tt0100281/","0100281","The Nutcracker Prince",1990,"Animation","G","75",NA,-1,"Upright",72,"Kiefer Sutherland","Megan Follows","Mike MacDonald","Mike McDonald","Peter Boretski","Paul Schibli","Goodtimes Home Video","http://www.rottentomatoes.com/m/nutcracker_prince/"
"Twelve Monkeys","Feature Film","Terry Gilliam",8.1,129,"1995","mystery, sci_fi, thriller",397015,"1995-12-27","http://www.imdb.com/title/tt0114746/","0114746","Twelve Monkeys (12 Monkeys)",1995,"Drama","R","130","Certified Fresh",88,"Upright",88,"Bruce Willis","Madeleine Stowe","Brad Pitt","Christopher Plummer","Jon Seda","Terry Gilliam","Universal Pictures","http://www.rottentomatoes.com/m/12_monkeys/"
"Love, Honor and Obey","Feature Film","Dominic Anciano, Ray Burdis",6.4,103,"2000","comedy, crime",4042,"2000-04-07","http://www.imdb.com/title/tt0199727/","0199727","Love, Honour and Obey",2001,"Drama","R","103","Rotten",27,"Upright",87,"Jude Law","Jonny Lee Miller","Sadie Frost","Ray Winstone","Kathy Burke","Dominic Anciano","Keystone Entertainment","http://www.rottentomatoes.com/m/love_honour_and_obey/"
"Redline","Feature Film","Andy Cheng",3.9,95,"2007","action",7496,"2007-04-13","http://www.imdb.com/title/tt0780595/","0780595","Redline",2007,"Action & Adventure","PG-13","93","Rotten",0,"Spilled",47,"Nadia Bjorlin","Nathan Phillips","Angus Macfadyen","Eddie Griffin","Barbara Niven","Andy Cheng","Chicago Releasing","http://www.rottentomatoes.com/m/redline/"
"Sweeney Todd: The Demon Barber of Fleet Street in Concert","TV Movie","Lonny Price",8.6,150,"2001","crime, drama, horror, musical, thriller",606,"2001-10-31","http://www.imdb.com/title/tt0300536/","0300536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Contender","Feature Film","Rod Lurie",7,126,"2000","drama, thriller",19392,"2000-09-10","http://www.imdb.com/title/tt0208874/","0208874","The Contender",2000,"Mystery & Suspense","R","126","Certified Fresh",76,"Upright",73,"Joan Allen","Gary Oldman","Jeff Bridges","Christian Slater","Sam Elliott","Rod Lurie","Dreamworks","http://www.rottentomatoes.com/m/1100998-contender/"
"My Father the Hero","Feature Film","Steve Miner",5.4,90,"1994","comedy, romance",7965,"1994-02-04","http://www.imdb.com/title/tt0110612/","0110612","My Father, the Hero",1994,"Comedy","PG","90","Rotten",14,"Spilled",56,"Gerard Depardieu","Katherine Heigl","Dalton James","Lauren Hutton","Faith Prince","Steve Miner",NA,"http://www.rottentomatoes.com/m/my_father_the_hero/"
"Hitman Hart: Wrestling with Shadows","Documentary","Paul Jay",8.2,93,"1998","documentary, biography, sport",2783,"1998-12-20","http://www.imdb.com/title/tt0179218/","0179218","Hitman Hart: Wrestling with Shadows",1998,"Documentary","R","94",NA,-1,"Upright",89,"Bret Hart","Vince McMahon","Steve Austin","Blade Hart","Brian Pillman","Paul Jay","Trimark","http://www.rottentomatoes.com/m/hitman_hart_wrestling_with_shadows/"
"The Lord of the Rings","Feature Film","Ralph Bakshi",6.1,132,"1978","animation, adventure, drama, fantasy",22259,"1978-11-15","http://www.imdb.com/title/tt0077869/","0077869","The Lord of the Rings",1978,"Drama","PG","132","Rotten",50,"Upright",64,"Christopher Guard","William Squire","John Hurt","Michael Sholes","Anthony Daniels","Ralph Bakshi","WARNER BROTHERS PICTURES","http://www.rottentomatoes.com/m/lord_of_the_rings/"
"Devil","Feature Film","John Erick Dowdle",6.3,80,"2010","horror, mystery, thriller",93024,"2010-09-16","http://www.imdb.com/title/tt1314655/","1314655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strange Wilderness","Feature Film","Fred Wolf",5.3,87,"2008","comedy",17579,"2008-02-01","http://www.imdb.com/title/tt0489282/","0489282","Strange Wilderness",2008,"Comedy","R","87","Rotten",0,"Spilled",34,"Steve Zahn","Allen Covert","Jonah Hill","Kevin Heffernan","Ashley Scott","Fred Wolf","Paramount Classics","http://www.rottentomatoes.com/m/strange_wilderness/"
"Sydney White","Feature Film","Joe Nussbaum",6.3,108,"2007","comedy, romance",32715,"2007-09-21","http://www.imdb.com/title/tt0815244/","0815244","Sydney White",2007,"Comedy","PG-13","108","Rotten",36,"Upright",70,"Amanda Bynes","Sara Paxton","Matt Long","Jack Carpenter","Jeremy Howard","Joe Nussbaum","Universal Pictures","http://www.rottentomatoes.com/m/sydney_white/"
"Dead Man","Feature Film","Jim Jarmusch",7.7,121,"1995","drama, fantasy, western",64876,"1995-05-26","http://www.imdb.com/title/tt0112817/","0112817","Dead Man",1995,"Western","R","121","Fresh",71,"Upright",88,"Johnny Depp","Gary Farmer","Lance Henriksen","Michael Wincott","Mili Avital","Jim Jarmusch","Miramax","http://www.rottentomatoes.com/m/dead_man/"
"Ice Age: Continental Drift","Feature Film","Steve Martino, Michael Thurmeier",6.7,88,"2012","animation, adventure, comedy, family",118963,"2012-06-26","http://www.imdb.com/title/tt1667889/","1667889","Ice Age: Continental Drift",2012,"Action & Adventure","PG","87","Rotten",37,"Upright",62,"Ray Romano","John Leguizamo","Denis Leary","Queen Latifah","Seann William Scott","Michael Thurmeier","20th Century Fox","http://www.rottentomatoes.com/m/ice_age_continental_drift/"
"Scanners","Feature Film","David Cronenberg",6.8,103,"1981","horror, sci_fi",30217,"1981-01-14","http://www.imdb.com/title/tt0081455/","0081455","Scanners",1981,"Horror","R","120","Fresh",79,"Upright",64,"Stephen Lack","Jennifer O'Neill","Patrick McGoohan","Lawrence Z. Dane","Chuck Shamata","David Cronenberg","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/1018315-scanners/"
"Black Snake","Feature Film","Russ Meyer",5.1,82,"1973","thriller",396,"1973-03-28","http://www.imdb.com/title/tt0069796/","0069796","Black Snake (Sweet Suzy) (Dutchess of Doom)",1973,"Action & Adventure","R","82",NA,-1,"Spilled",38,"Anouska Hempel","David Warbeck","Percy Herbert","Thomas Baptiste","Milton McCollin","Russ Meyer",NA,"http://www.rottentomatoes.com/m/black_snake/"
"Mobsters","Feature Film","Michael Karbelnikoff",5.8,104,"1991","crime, drama",6194,"1991-07-26","http://www.imdb.com/title/tt0102460/","0102460","Mobsters",1991,"Drama","R","104","Rotten",6,"Spilled",57,"Christian Slater","Patrick Dempsey","Richard Grieco","Costas Mandylor","F Murray Abraham","Michael Karbelnikoff","MCA Universal Home Video","http://www.rottentomatoes.com/m/mobsters/"
"Fool's Gold","Feature Film","Andy Tennant",5.6,112,"2008","action, adventure, comedy, romance, thriller",52017,"2008-02-07","http://www.imdb.com/title/tt0770752/","0770752","Fool's Gold",2008,"Action & Adventure","PG-13","112","Rotten",11,"Spilled",48,"Matthew McConaughey","Kate Hudson","Donald Sutherland","Alexis Dziena","Ewen Bremner","Andy Tennant","Warner Bros. Pictures","http://www.rottentomatoes.com/m/fools_gold_2008/"
"Live from Baghdad","TV Movie","Mick Jackson",7.4,110,"2002","drama, war",3764,"2002-12-07","http://www.imdb.com/title/tt0319758/","0319758","Live from Baghdad",2002,"Drama","G","100","Fresh",100,"Upright",83,"Michael Keaton","Lili Taylor","Robert Wisdom","Joshua Leonard","David Suchet","Mick Jackson","HBO Video","http://www.rottentomatoes.com/m/live_from_baghdad/"
"Oliver Twist","Feature Film","Roman Polanski",6.9,130,"2005","crime, drama",23146,"2005-09-11","http://www.imdb.com/title/tt0380599/","0380599","Charles Dickens: The Man Who Asked for More",2005,"Documentary","Unrated","222",NA,-1,NA,0,"Alec B. Francis","Barbara Kent","Beatrix Thompson","Ben Webster","Clyde Cook","Thomas Bentley",NA,"http://www.rottentomatoes.com/m/charles-dickens-the-man-who-asked-for-more/"
"Bulworth","Feature Film","Warren Beatty",6.8,108,"1998","comedy, drama, romance",20624,"1998-05-22","http://www.imdb.com/title/tt0118798/","0118798","Bulworth",1998,"Drama","R","107","Certified Fresh",75,"Upright",68,"Warren Beatty","Halle Berry","Don Cheadle","Oliver Platt","Paul Sorvino","Warren Beatty","20th Century Fox","http://www.rottentomatoes.com/m/bulworth/"
"Shag","Feature Film","Zelda Barron",6.2,98,"1989","comedy, drama, romance",2779,"1989-04-14","http://www.imdb.com/title/tt0098300/","0098300","Shag",1989,"Drama","PG","98","Fresh",64,"Upright",89,"Phoebe Cates","Scott Coffey","Bridget Fonda","Annabeth Gish","Page Hannah","Zelda Barron","HBO Video","http://www.rottentomatoes.com/m/shag_the_movie/"
"Midnight Express","Feature Film","Alan Parker",7.7,121,"1978","biography, crime, drama",48264,"1978-05-18","http://www.imdb.com/title/tt0077928/","0077928","Midnight Express",1978,"Mystery & Suspense","R","121","Fresh",95,"Upright",89,"Brad Davis","Randy Quaid","John Hurt","Mike Kellin","Bo Hopkins","Alan Parker","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/midnight_express/"
"Robopocalypse","Feature Film","",NA,NA,"????","action, sci_fi, thriller",NA,"","http://www.imdb.com/title/tt1541155/","1541155","Robopocalypse",2013,"Drama","Unrated","",NA,-1,NA,75,"Chris Hemsworth","Ben Whishaw",NA,NA,NA,"Steven Spielberg","Walt Disney Pictures","http://www.rottentomatoes.com/m/robopocalypse/"
"Ron White: They Call Me Tater Salad","TV Movie","Michael Drumm",7.7,56,"2004","comedy",871,"2004-06-27","http://www.imdb.com/title/tt0431370/","0431370","Ron White - They Call Me Tater Salad",2004,"Comedy","Unrated","56",NA,-1,"Upright",82,"Ron White",NA,NA,NA,NA,"Michael Drumm (II)",NA,"http://www.rottentomatoes.com/m/ron_white_they_call_me_tater_salad/"
"That Night","Feature Film","Craig Bolotin",6.6,89,"1992","drama, romance",1533,"1992-12-17","http://www.imdb.com/title/tt0105572/","0105572","That Night",1993,"Drama","PG-13","89","Fresh",80,"Upright",81,"C. Thomas Howell","Juliette Lewis","Eliza Dushku","Helen Shaver","J. Smith-Cameron","Craig Bolotin","Warner Home Video","http://www.rottentomatoes.com/m/that_night/"
"HouseSitter","Feature Film","Frank Oz",6,102,"1992","comedy, romance",14657,"1992-06-12","http://www.imdb.com/title/tt0104452/","0104452","Housesitter",1992,"Drama","PG","102","Rotten",37,"Spilled",47,"Steve Martin","Goldie Hawn","Dana Delany","Julie Harris","Donald Moffat","Frank Oz","MCA Universal Home Video","http://www.rottentomatoes.com/m/housesitter/"
"Fright Night Part 2","Feature Film","Tommy Lee Wallace",5.8,104,"1988","comedy, horror, thriller",7115,"1988-10","http://www.imdb.com/title/tt0097390/","0097390","Fright Night 2",1989,"Horror","R","108","Rotten",25,"Spilled",42,"William Ragsdale","Roddy McDowall","Traci Lind","Traci Lin","Julie Carmen","Tommy Lee Wallace","Live Home Video","http://www.rottentomatoes.com/m/fright_night_2_1988/"
"Joe Rogan: Talking Monkeys in Space","TV Movie","Anthony Giordano",7.9,NA,"2009","comedy",265,"2009-06-20","http://www.imdb.com/title/tt1530890/","1530890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lone Wolf McQuade","Feature Film","Steve Carver",6.3,107,"1983","action, crime, drama, thriller, western",7045,"1983-04-15","http://www.imdb.com/title/tt0085862/","0085862","Lone Wolf McQuade",1983,"Drama","PG","107",NA,-1,"Upright",67,"Chuck Norris","David Carradine","Barbara Carrera","Leon Isaac Kennedy","Robert Beltran","Steve Carver","MGM","http://www.rottentomatoes.com/m/lone_wolf_mcquade/"
"Merry Christmas Mr. Lawrence","Feature Film","Nagisa Ôshima",7.3,123,"1983","drama, war",8907,"1983-05-10","http://www.imdb.com/title/tt0085933/","0085933","Merry Christmas, Mr. Lawrence",1983,"Drama","R","145","Fresh",79,"Upright",80,"David Bowie","Tom Conti","Jack Thompson","Johnny Okura","Alistair Browning","Nagisa Oshima","Image Entertainment","http://www.rottentomatoes.com/m/merry_christmas_mr_lawrence/"
"The Fearless Freaks","Documentary","Bradley Beesley",7.9,103,"2005","documentary, biography, music",927,"2005-03-13","http://www.imdb.com/title/tt0441758/","0441758","Fearless Freaks",2005,"Documentary","Unrated","98","Fresh",100,"Upright",94,"Beck","Wayne Coyne","Michael Ivins","Steven Drodz","Kliph Scurlock","Bradley Beesley","Shout! Factory","http://www.rottentomatoes.com/m/fearless_freaks/"
"Creature","Feature Film","Fred Andrews",3.7,93,"2011","horror",2303,"2011-09-09","http://www.imdb.com/title/tt1686018/","1686018","Creature",2011,"Mystery & Suspense","R","93","Rotten",11,"Spilled",16,"Grimley","Amanda Fuller","Serinda Swan","Sid Haig","Mehcad Brooks","Fred Andrews","Independent Pictures","http://www.rottentomatoes.com/m/creature_2011/"
