"title","title_type","directors","imdb_rating","runtime","year","genres","num_votes","rel_date","url","id","title_rt","year_rt","genre_rt","mpaa_rating","runtime_rt","critics_rating","critics_score","audience_rating","audience_score","actor1","actor2","actor3","actor4","actor5","director_rt","studio","link"
"Dummy","Feature Film","Greg Pritikin",6.9,91,"2002","comedy, drama, romance",5476,"2002-02-21","http://www.imdb.com/title/tt0246592/","0246592","Dummy",2003,"Drama","R","90","Fresh",70,"Upright",75,"Adrien Brody","Milla Jovovich","Illeana Douglas","Vera Farmiga","Jessica Walter","Greg Pritikin","Shoreline Entertainment","http://www.rottentomatoes.com/m/1125540-dummy/"
"My Beautiful Laundrette","Feature Film","Stephen Frears",6.9,97,"1985","comedy, drama, romance",9464,"1985-08-18","http://www.imdb.com/title/tt0091578/","0091578","My Beautiful Laundrette",1985,"Drama","R","93","Fresh",100,"Upright",75,"Daniel Day-Lewis","Gordon Warnecke","Saeed Jaffrey","Roshan Seth","Shirley Ann Field","Stephen Frears","Orion Classics","http://www.rottentomatoes.com/m/my_beautiful_laundrette/"
"The Hole","Feature Film","Joe Dante",5.7,92,"2009","adventure, fantasy, thriller",16892,"2009-09-11","http://www.imdb.com/title/tt1085779/","1085779","The Hole",2012,"Kids & Family","PG-13","98","Fresh",80,"Spilled",46,"Chris Massoglia","Haley Bennett","Nathan Gamble","Teri Polo","Bruce Dern","Joe Dante","Hole LLC.","http://www.rottentomatoes.com/m/10011815-hole/"
"Dr. T and the Women","Feature Film","Robert Altman",4.6,122,"2000","comedy, drama, romance",14784,"2000-09-12","http://www.imdb.com/title/tt0205271/","0205271","Dr. T and the Women",2000,"Comedy","R","121","Rotten",57,"Spilled",20,"Richard Gere","Helen Hunt","Farrah Fawcett","Laura Dern","Shelley Long","Robert Altman","Artisan Entertainment","http://www.rottentomatoes.com/m/dr_t_and_the_women/"
"A Time to Kill","Feature Film","Joel Schumacher",7.4,149,"1996","crime, drama, thriller",86343,"1996-07-24","http://www.imdb.com/title/tt0117913/","0117913","A Time to Kill",1996,"Mystery & Suspense","R","149","Fresh",67,"Upright",86,"Matthew McConaughey","Samuel L. Jackson","Sandra Bullock","Kevin Spacey","Brenda Fricker","Joel Schumacher","Warner Home Video","http://www.rottentomatoes.com/m/1072381-time_to_kill/"
"Amour","Feature Film","Michael Haneke",7.8,127,"2012","drama, romance",61451,"2012-05-20","http://www.imdb.com/title/tt1602620/","1602620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Low Winter Sun","TV Movie","Adrian Shergold",7.7,150,"2006","crime, drama",396,"2006-09-14","http://www.imdb.com/title/tt0788121/","0788121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suburbia","Feature Film","Penelope Spheeris",7.2,94,"1983","drama, thriller",2670,"1983-08-27","http://www.imdb.com/title/tt0086589/","0086589","Suburbia",1983,"Drama","R","99","Fresh",91,"Upright",80,"Chris Pederson","Bill Coyne","Jennifer Clay","Michael Bayer","Timothy Eric O'Brien","Penelope Spheeris","New Concorde Home Entertainment","http://www.rottentomatoes.com/m/1020398-suburbia/"
"The Last Dragon","Feature Film","Michael Schultz",6.8,109,"1985","action, comedy, drama, music",8117,"1985-03-22","http://www.imdb.com/title/tt0089461/","0089461","The Last Dragon",1985,"Drama","PG-13","108",NA,-1,"Upright",86,"Taimak","Vanity","Christopher Murney","Chris Murney","Faith Prince","Michael Schultz","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/the-last-dragon/"
"The Naked Gun: From the Files of Police Squad!","Feature Film","David Zucker",7.6,85,"1988","comedy, crime",98912,"1988-12-02","http://www.imdb.com/title/tt0095705/","0095705","The Naked Gun - From the Files of Police Squad!",1988,"Comedy","PG-13","85","Certified Fresh",86,"Upright",84,"Leslie Nielsen","Priscilla Presley","Ricardo Montalban","George Kennedy","O.J. Simpson","David Zucker","Paramount Pictures","http://www.rottentomatoes.com/m/naked_gun_from_the_files_of_police_squad/"
"Olympus Has Fallen","Feature Film","Antoine Fuqua",6.5,119,"2013","action, thriller",167915,"2013-03-18","http://www.imdb.com/title/tt2302755/","2302755","Olympus Has Fallen",2013,"Drama","R","119","Rotten",48,"Upright",67,"Gerard Butler","Rick Yune","Aaron Eckhart","Morgan Freeman","Angela Bassett","Antoine Fuqua","FilmDistrict","http://www.rottentomatoes.com/m/olympus_has_fallen_2013/"
"Madea's Witness Protection","Feature Film","Tyler Perry",4.7,114,"2012","comedy, crime, drama",6850,"2012-06-29","http://www.imdb.com/title/tt2215285/","2215285","Madea's Witness Protection",2012,"Comedy","PG-13","114","Rotten",21,"Upright",67,"Tyler Perry","Eugene Levy","Lil' Romeo","Denise Richards","Doris Roberts","Tyler Perry","Lionsgate Films","http://www.rottentomatoes.com/m/madeas_witness_protection/"
"Human Traffic","Feature Film","Justin Kerrigan",7,99,"1999","comedy, music",17535,"1999-06-04","http://www.imdb.com/title/tt0188674/","0188674","Human Traffic",2000,"Drama","R","99","Rotten",59,"Upright",89,"John Simm","Lorraine Pilkington","Danny Dyer","Shaun Parkes","Nicola Reynolds","Justin Kerrigan","Miramax Films","http://www.rottentomatoes.com/m/human_traffic/"
"Sea of Love","Feature Film","Harold Becker",6.8,113,"1989","crime, drama, mystery, thriller",27523,"1989-09-15","http://www.imdb.com/title/tt0098273/","0098273","Sea of Love",1989,"Mystery & Suspense","R","112","Fresh",76,"Upright",65,"Al Pacino","Ellen Barkin","John Goodman","Michael Rooker","William Hickey","Harold Becker","MCA Universal Home Video","http://www.rottentomatoes.com/m/sea_of_love/"
"Cameraman: The Life and Work of Jack Cardiff","Documentary","Craig McCall",7.7,86,"2010","documentary, biography",796,"2010-05-05","http://www.imdb.com/title/tt1626811/","1626811","Cameraman: The Life And Work Of Jack Cardiff",2011,"Documentary","Unrated","90","Fresh",96,"Upright",92,"Jack Cardiff","Martin Scorsese","Kirk Douglas","Lauren Bacall","Charlton Heston","Craig McCall","Independent Pictures","http://www.rottentomatoes.com/m/cameraman_the_life_and_work_of_jack_cardiff/"
"Rumor Has It...","Feature Film","Rob Reiner",5.5,97,"2005","comedy, drama, romance",36744,"2005-12-22","http://www.imdb.com/title/tt0398375/","0398375","Rumor Has It",2005,"Comedy","PG-13","97","Rotten",20,"Spilled",41,"Jennifer Aniston","Kevin Costner","Shirley MacLaine","Mark Ruffalo","Richard Jenkins","Rob Reiner","Warner Bros. Pictures","http://www.rottentomatoes.com/m/rumor_has_it/"
"Bobby Jones: Stroke of Genius","Feature Film","Rowdy Herrington",6.6,120,"2004","biography, drama, romance, sport",3029,"2004-04-30","http://www.imdb.com/title/tt0375104/","0375104","Bobby Jones: Stroke of Genius",2004,"Drama","PG","128","Rotten",26,"Upright",63,"Jim Caviezel","Claire Forlani","Jeremy Northam","Malcolm McDowell","Aidan Quinn","Rowdy Herrington","Film Foundry Releasing","http://www.rottentomatoes.com/m/bobby_jones_stroke_of_genius/"
"2 Days in the Valley","Feature Film","John Herzfeld",6.5,104,"1996","comedy, crime",14673,"1996-09-12","http://www.imdb.com/title/tt0115438/","0115438","2 Days in the Valley",1996,"Drama","R","107","Fresh",60,"Spilled",55,"Danny Aiello","Greg Cruttwell","James Spader","Teri Hatcher","Charlize Theron","John Herzfeld","HBO Video","http://www.rottentomatoes.com/m/2_days_in_the_valley/"
"Nuns on the Run","Feature Film","Jonathan Lynn",5.9,89,"1990","comedy, crime",5764,"1990-03-16","http://www.imdb.com/title/tt0100280/","0100280","Nuns on the Run",1990,"Art House & International","PG-13","95","Rotten",47,"Spilled",54,"Eric Idle","Robbie Coltrane","Camille Coduri","Janet Suzman","Doris Hare","Jonathan Lynn","Anchor Bay Entertainment","http://www.rottentomatoes.com/m/nuns_on_the_run/"
"Switchblade Sisters","Feature Film","Jack Hill",6.7,91,"1975","action, crime, drama",2096,"1975-05","http://www.imdb.com/title/tt0073778/","0073778","Switchblade Sisters",1975,"Drama","R","90","Rotten",53,"Upright",72,"Robbie Lee","Joanne Nail","Monica Gayle","Asher Brauner","Chase Newhart","Jack Hill","Rolling Thunder Pictures","http://www.rottentomatoes.com/m/switchblade_sisters/"
"Humanoids from the Deep","Feature Film","Barbara Peeters",5.7,80,"1980","horror, sci_fi",4297,"1980-05","http://www.imdb.com/title/tt0080904/","0080904","Humanoids From the Deep",1980,"Science Fiction & Fantasy","R","81","Rotten",56,"Spilled",43,"Doug McClure","Ann Turkel","Vic Morrow","Cindy Weintraub","Anthony Penya","Barbara Peters (II)",NA,"http://www.rottentomatoes.com/m/humanoids_from_the_deep/"
"Break a Leg","Feature Film","Martyn Pick",NA,NA,"????","horror",NA,"","http://www.imdb.com/title/tt2332466/","2332466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinners and Saints","Feature Film","William Kaufman",6.2,104,"2010","action, crime, thriller",4287,"2010-06-30","http://www.imdb.com/title/tt1130969/","1130969","Sinners & Saints",2011,"Mystery & Suspense","R","104",NA,-1,"Spilled",50,"Johnny Strong","Kevin Phillips","Tom Berenger","Sean Patrick Flanery","Bas Rutten","William Kaufman","Anchor Bay Entertainment","http://www.rottentomatoes.com/m/sinners_and_saints/"
"Kickin' It Old Skool","Feature Film","Harvey Glazer",4.6,108,"2007","comedy",5988,"2007-04-27","http://www.imdb.com/title/tt0772178/","0772178","A History of DJ Krush",2007,"Musical & Performing Arts","Unrated","",NA,-1,"Upright",100,"C.L. Smooth","DJ Krush","Esthero","KAN","Kemuri",NA,NA,"http://www.rottentomatoes.com/m/a-history-of-dj-krush/"
"Renaissance Man","Feature Film","Penny Marshall",6.1,128,"1994","comedy, drama",12793,"1994-06-03","http://www.imdb.com/title/tt0110971/","0110971","Renaissance Man",1994,"Comedy","PG-13","129","Rotten",17,"Spilled",53,"Gregory Hines","James Remar","Cliff Robertson","Lillo Brancato Jr.","Stacey Dash","Penny Marshall",NA,"http://www.rottentomatoes.com/m/renaissance_man/"
"Every Home Should Have One","Feature Film","James Clark",4.8,94,"1970","comedy",203,"1970-03-05","http://www.imdb.com/title/tt0065709/","0065709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carnage","Feature Film","Roman Polanski",7.2,80,"2011","comedy, drama",85313,"2011-09-01","http://www.imdb.com/title/tt1692486/","1692486","Carnage",2011,"Drama","R","80","Fresh",71,"Upright",66,"Kate Winslet","Jodie Foster","Christoph Waltz","John C. Reilly","Elvis Polanski","Roman Polanski","Sony Pictures Classics","http://www.rottentomatoes.com/m/carnage/"
"Mr. Wrong","Feature Film","Nick Castle",3.7,96,"1996","comedy",4123,"1996-02-16","http://www.imdb.com/title/tt0117102/","0117102","Mr. Wrong",1996,"Comedy","PG-13","96","Rotten",4,"Spilled",25,"Ellen DeGeneres","Bill Pullman","Joan Cusack","Dean Stockwell","Joan Plowright","Nick Castle Jr.",NA,"http://www.rottentomatoes.com/m/mr_wrong/"
"American Flyers","Feature Film","John Badham",6.3,113,"1985","drama, sport",4242,"1985-08-16","http://www.imdb.com/title/tt0088707/","0088707","American Flyers",1985,"Drama","PG-13","113","Fresh",63,"Upright",64,"Kevin Costner","David Marshall Grant","David Grant","Rae Dawn Chong","Alexandra Paul","John Badham","Warner Home Video","http://www.rottentomatoes.com/m/american_flyers/"
"Black Knight","Feature Film","Gil Junger",4.7,95,"2001","adventure, comedy, fantasy",27282,"2001-11-15","http://www.imdb.com/title/tt0265087/","0265087","Black Knight",2001,"Action & Adventure","PG-13","95","Rotten",14,"Spilled",34,"Martin Lawrence","Marsha Thomason","Tom Wilkinson","Vincent Regan","Daryl 'Chill' Mitchell","Gil Junger","20th Century Fox","http://www.rottentomatoes.com/m/black_knight/"
"Darkness","Feature Film","Jaume Balagueró",5.4,88,"2002","horror",15592,"2002-10-03","http://www.imdb.com/title/tt0273517/","0273517","Darkness",2004,"Horror","PG-13","90","Rotten",4,"Spilled",31,"Iain Glen","Stephan Enquist","Lena Olin","Anna Paquin","Fele Martinez","Jaume Balaguero","Miramax Films","http://www.rottentomatoes.com/m/darkness/"
"The Good Son","Feature Film","Joseph Ruben",6.3,87,"1993","drama, thriller",25910,"1993-09-24","http://www.imdb.com/title/tt0107034/","0107034","The Good Son",1993,"Mystery & Suspense","R","87","Rotten",24,"Spilled",55,"Macaulay Culkin","Elijah Wood","David Morse","Jacqueline Brookes","Quinn Culkin","Joseph Ruben","Twentieth Century Fox Home Entertainment","http://www.rottentomatoes.com/m/good_son/"
"ATL","Feature Film","Chris Robinson",5.9,105,"2006","comedy, crime, drama, music, romance",7947,"2006-03-28","http://www.imdb.com/title/tt0466856/","0466856","ATL",2006,"Drama","PG-13","105","Fresh",62,"Upright",87,"Tip 'T.I.' Harris","T.I.","Evan Ross","Lauren London","Mykelti Williamson","Chris Robinson (IV)","Warner Bros.","http://www.rottentomatoes.com/m/atl/"
"Tooth Fairy","Feature Film","Michael Lembeck",5,101,"2010","comedy, family, fantasy",25749,"2010-01-14","http://www.imdb.com/title/tt0808510/","0808510","The Tooth Fairy",2010,"Kids & Family","PG","101","Rotten",18,"Spilled",42,"Dwayne ""The Rock"" Johnson","Ashley Judd","Stephen Merchant","Ryan Sheckler","Seth MacFarlane","Babaloo Mandel","20th Century Fox","http://www.rottentomatoes.com/m/1202110-tooth_fairy/"
"The World's Fastest Indian","Feature Film","Roger Donaldson",7.9,127,"2005","biography, drama, sport",40876,"2005-09-10","http://www.imdb.com/title/tt0412080/","0412080","The World's Fastest Indian",2005,"Drama","PG-13","127","Certified Fresh",82,"Upright",89,"Anthony Hopkins","Jessica Cauffiel","Saginaw Grant","Diane Ladd","Christopher Lawford","Roger Donaldson","Magnolia Distribution","http://www.rottentomatoes.com/m/worlds_fastest_indian/"
"Sometimes They Come Back","TV Movie","Tom McLoughlin",5.7,97,"1991","drama, horror, thriller",5648,"1991-05-07","http://www.imdb.com/title/tt0102960/","0102960","Sometimes They Come Back",1991,"Horror","R","97",NA,-1,"Spilled",51,"Tim Matheson","Brooke Adams","Robert Rusler","Chris Demetral","Nicholas Sadler","Tom McLoughlin","MGM","http://www.rottentomatoes.com/m/sometimes_they_come_back/"
"An Audience with Billy Connolly","TV Movie","Alasdair Macmillan",8.2,60,"1985","comedy",243,"1985-10-26","http://www.imdb.com/title/tt0189377/","0189377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Lights","Feature Film","Rodrigo Cortés",6.2,114,"2012","drama, mystery, thriller",43480,"2012-01-20","http://www.imdb.com/title/tt1748179/","1748179","Red Lights",2012,"Mystery & Suspense","R","119","Rotten",29,"Spilled",36,"Cillian Murphy","Robert De Niro","Sigourney Weaver","Toby Jones","Joely Richardson","Rodrigo Cortes","Millenium Entertainment","http://www.rottentomatoes.com/m/red_lights_2012/"
"Wild Orchid","Feature Film","Zalman King",4.4,105,"1989","drama, romance",7948,"1989-12-22","http://www.imdb.com/title/tt0100934/","0100934","Wild Orchid",1990,"Drama","R","117","Rotten",6,"Spilled",45,"Mickey Rourke","Carrie Otis","Jacqueline Bisset","Carre Otis","Assumpta Serna","Zalman King","MGM Home Entertainment","http://www.rottentomatoes.com/m/wild_orchid/"
"Dead Men Don't Wear Plaid","Feature Film","Carl Reiner",6.8,88,"1982","comedy, crime, mystery, thriller",15525,"1982-05-21","http://www.imdb.com/title/tt0083798/","0083798","Dead Men Don't Wear Plaid",1982,"Mystery & Suspense","PG","89","Fresh",77,"Upright",73,"Steve Martin","Rachel Ward","Reni Santoni","Carl Reiner","George Gaynes","Carl Reiner","Universal Pictures","http://www.rottentomatoes.com/m/dead_men_dont_wear_plaid/"
"The Enforcer","Feature Film","James Fargo",6.8,96,"1976","action, crime, thriller",28205,"1976-12-22","http://www.imdb.com/title/tt0074483/","0074483","The Enforcer",1976,"Drama","R","96","Fresh",78,"Spilled",59,"Clint Eastwood","Tyne Daly","Harry Guardino","Bradford Dillman","DeVeren Bookwalter","James Fargo","Warner Bros. Pictures","http://www.rottentomatoes.com/m/1006646-enforcer/"
"The Acid House","Feature Film","Paul McGuigan",6.3,111,"1998","comedy, drama, fantasy",5409,"1998-07-02","http://www.imdb.com/title/tt0122515/","0122515","The Acid House",1998,"Drama","Unrated","118","Rotten",45,"Upright",70,"Stephen McCole","Maurice Roeves","Kevin Mckidd","Michelle Gomez","Gary McCormack","Paul McGuigan","Zeitgeist Films","http://www.rottentomatoes.com/m/acid_house/"
"B*A*P*S","Feature Film","Robert Townsend",3.9,91,"1997","comedy",2636,"1997-03-28","http://www.imdb.com/title/tt0118663/","0118663","B.A.P.S.",1997,"Comedy","PG-13","91","Rotten",13,"Upright",67,"Halle Berry","Martin Landau","Ian Richardson","Natalie Desselle","Troy Beyer","Robert Townsend","WARNER BROTHERS PICTURES","http://www.rottentomatoes.com/m/baps/"
"American Radical: The Trials of Norman Finkelstein","Documentary","David Ridgen, Nicolas Rossier",8,84,"2009","documentary, biography, history, mystery, news, war",588,"2009-11","http://www.imdb.com/title/tt1475191/","1475191","American Radical: The Trials of Norman Finkelstein",2010,"Documentary","Unrated","84","Fresh",100,"Upright",87,"Norman Finkelstein","Alan M. Dershowitz","Musa Abu-Hashhash","Nidal Barham","Noam Chomsky","David Ridgen","Typecast Releasing","http://www.rottentomatoes.com/m/american_radical/"
"National Treasure","Feature Film","Jon Turteltaub",6.9,131,"2004","action, adventure, mystery, thriller",227266,"2004-11-08","http://www.imdb.com/title/tt0368891/","0368891","National Treasure",2004,"Action & Adventure","PG","130","Rotten",44,"Upright",76,"Nicolas Cage","Diane Kruger","Justin Bartha","Sean Bean","Jon Voight","Jon Turteltaub","Buena Vista","http://www.rottentomatoes.com/m/national_treasure/"
"Fear of the Dark","Feature Film","K.C. Bascombe",5.4,86,"2003","horror",2438,"2003-09-26","http://www.imdb.com/title/tt0308252/","0308252","Fear of the Dark",2002,"Mystery & Suspense","PG-13","86",NA,-1,"Spilled",41,"Kevin Zegers","Jesse James","Linda Purl","Rachel Skarsten","Charles Powell","K.C. Bascombe","Universal Studios Home Video","http://www.rottentomatoes.com/m/fear_of_the_dark/"
"One Dead Indian","TV Movie","Tim Southam",7.2,120,"2006","drama, history",107,"2006-01-04","http://www.imdb.com/title/tt0437380/","0437380","One Dead Indian",2005,"Drama","Unrated","90",NA,-1,NA,100,"Eric Schweig","Dakota House","Gabrielle Miller","Gordon Tootoosis","Stephen McHattie","Tim Southam",NA,"http://www.rottentomatoes.com/m/one_dead_indian/"
"Die Hard 2","Feature Film","Renny Harlin",7.1,124,"1990","action, thriller",234629,"1990-07-02","http://www.imdb.com/title/tt0099423/","0099423","Die Hard 2",1990,"Mystery & Suspense","R","124","Fresh",66,"Upright",70,"Bruce Willis","Bonnie Bedelia","William Atherton","Reginald VelJohnson","Franco Nero","Renny Harlin","20th Century Fox","http://www.rottentomatoes.com/m/die_hard_2_1990/"
"Twilight","Feature Film","Catherine Hardwicke",5.2,122,"2008","drama, fantasy, romance",314199,"2008-11-17","http://www.imdb.com/title/tt1099212/","1099212","Twilight",2008,"Horror","PG-13","121","Rotten",48,"Upright",72,"Kristen Stewart","Robert Pattinson","Billy Burke","Peter Facinelli","Elizabeth Reaser","Catherine Hardwicke","Summit Entertainment","http://www.rottentomatoes.com/m/twilight/"
"Smokin' Aces","Feature Film","Joe Carnahan",6.7,109,"2006","action, crime, drama, thriller",112663,"2006-12-09","http://www.imdb.com/title/tt0475394/","0475394","Smokin' Aces",2007,"Drama","R","109","Rotten",29,"Upright",62,"Jeremy Piven","Ben Affleck","Andy Garcia","Alicia Keys","Ray Liotta","Joe Carnahan","Universal Pictures","http://www.rottentomatoes.com/m/smokin_aces/"
"Doomsday","Feature Film","Neil Marshall",6,108,"2008","action, sci_fi, thriller",58686,"2008-03-14","http://www.imdb.com/title/tt0483607/","0483607","Doomsday",2008,"Drama","R","109","Rotten",49,"Spilled",44,"Rhona Mitra","Bob Hoskins","Adrian Lester","Alexander Siddig","Malcolm McDowell","Neil Marshall","Universal Pictures","http://www.rottentomatoes.com/m/doomsday/"
"About Face: Supermodels Then and Now","Documentary","Timothy Greenfield-Sanders",6.8,75,"2012","documentary, biography, comedy",334,"2012-01-22","http://www.imdb.com/title/tt2085741/","2085741","About Face: Supermodels Then And Now",2012,"Documentary","Unrated","72",NA,-1,NA,65,"Carol Alt","Marisa Berenson","Christie Brinkley","Pat Cleveland","Carmen Dell'Orefice","Timothy Greenfield-Sanders","HBO Documentary Films","http://www.rottentomatoes.com/m/about_face_supermodels_then_and_now_2011/"
"You Kill Me","Feature Film","John Dahl",6.5,93,"2007","comedy, crime, romance, thriller",15494,"2007-04-28","http://www.imdb.com/title/tt0796375/","0796375","You Kill Me",2007,"Drama","R","92","Certified Fresh",78,"Spilled",59,"Ben Kingsley","Tea Leoni","Luke Wilson","Dennis Farina","Philip Baker Hall","John Dahl","IFC Films","http://www.rottentomatoes.com/m/1178913-1178913-you_kill_me/"
"The Message","Feature Film","Moustapha Akkad",8.6,177,"1977","adventure, biography, drama, history",22182,"1977-03-09","http://www.imdb.com/title/tt0074896/","0074896","The Message",1976,"Drama","PG","179",NA,-1,"Upright",93,"Anthony Quinn","Irene Papas","Michael Ansara","Johnny Sekka","Michael Forest","Moustapha Akkad","Anchor Bay Entertainment","http://www.rottentomatoes.com/m/message/"
"Wild Side","Feature Film","Franklin Brauner",5.6,96,"1995","action, thriller",1704,"1995-04-23","http://www.imdb.com/title/tt0114941/","0114941","The Wild Side",1995,"Mystery & Suspense","R","",NA,-1,"Upright",88,NA,NA,NA,NA,NA,"Penelope Spheeris",NA,"http://www.rottentomatoes.com/m/the-wild-side/"
"Mi vida loca","Feature Film","Allison Anders",6.5,92,"1993","crime, drama",1363,"1993-05-21","http://www.imdb.com/title/tt0107566/","0107566","Mi Vida Loca (My Crazy Life)",1993,"Drama","R","92","Fresh",80,"Upright",87,"Angel Aviles","Seidy Lopez","Jacob Vargas","Marlo Marron","Devine","Allison Anders",NA,"http://www.rottentomatoes.com/m/mi_vida_loca_my_crazy_life/"
"What Dreams May Come","Feature Film","Vincent Ward",7,113,"1998","drama, fantasy, romance",76369,"1998-09-28","http://www.imdb.com/title/tt0120889/","0120889","What Dreams May Come",1998,"Drama","PG-13","113","Rotten",54,"Upright",85,"Robin Williams","Cuba Gooding Jr.","Annabella Sciorra","Max von Sydow","Jessica Brooks Grant","Vincent Ward","PolyGram Films","http://www.rottentomatoes.com/m/what_dreams_may_come/"
"Walking Tall","Feature Film","Kevin Bray",6.2,86,"2004","action, crime",46106,"2004-04-02","http://www.imdb.com/title/tt0351977/","0351977","Walking Tall",2004,"Drama","PG-13","86","Rotten",25,"Upright",60,"Dwayne ""The Rock"" Johnson","Neal McDonough","Johnny Knoxville","John Beasley","Barbara Tarbuck","Kevin Bray","MGM","http://www.rottentomatoes.com/m/walking_tall/"
"Jack and the Beanstalk: The Real Story","TV Movie","Brian Henson",6.9,180,"2001","drama, adventure, fantasy",2596,"2001-10-01","http://www.imdb.com/title/tt0264262/","0264262","Jack and the Beanstalk: The Real Story",2001,"Science Fiction & Fantasy","PG","184",NA,-1,"Upright",62,"Matthew Modine","Vanessa Redgrave","Jon Voight","Mia Sara","Richard Attenborough","Brian Henson","Artisan Entertainment","http://www.rottentomatoes.com/m/jack_and_the_beanstalk_the_real_story/"
"RED","Feature Film","Robert Schwentke",7.1,111,"2010","action, comedy, crime, thriller",211365,"2010-09-29","http://www.imdb.com/title/tt1245526/","1245526","Red",2010,"Action & Adventure","PG-13","111","Certified Fresh",71,"Upright",72,"Bruce Willis","Morgan Freeman","John Malkovich","Helen Mirren","Karl Urban","Robert Schwentke","Summit Entertainment","http://www.rottentomatoes.com/m/red/"
"Joe Dirt","Feature Film","Dennie Gordon",5.9,91,"2001","adventure, comedy, drama, mystery, romance",35992,"2001-04-11","http://www.imdb.com/title/tt0245686/","0245686","Joe Dirt",2001,"Comedy","PG-13","91","Rotten",11,"Upright",64,"David Spade","Brittany Daniel","Dennis Miller","Adam Beach","Christopher Walken","Dennie Gordon","Columbia Pictures","http://www.rottentomatoes.com/m/joe_dirt/"
"Hesher","Feature Film","Spencer Susser",7.1,106,"2010","drama",40215,"2010-01-22","http://www.imdb.com/title/tt1403177/","1403177","Hesher",2011,"Drama","R","105","Rotten",54,"Upright",61,"Joseph Gordon-Levitt","Natalie Portman","Rainn Wilson","Piper Laurie","Devin Brochu","Spencer Susser","Newmarket Films","http://www.rottentomatoes.com/m/hesher/"
"Amelia","TV Movie","Édouard Lock",8.3,60,"2003","",127,"2003-10-15","http://www.imdb.com/title/tt0383867/","0383867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Want Candy","Feature Film","Stephen Surjik",5.5,87,"2007","comedy",6410,"2007-03-23","http://www.imdb.com/title/tt0791309/","0791309","I Want Candy",2007,"Comedy","R","90","Fresh",63,"Spilled",38,"Tom Riley","Tom Burke","Carmen Electra","Eddie Marsan","Michelle Ryan","Stephen Surjik","Magnolia Home Entertainment","http://www.rottentomatoes.com/m/i-want-candy/"
"David Copperfield","TV Movie","Simon Curtis",7.8,185,"1999","drama",3037,"1999-12-25","http://www.imdb.com/title/tt0167872/","0167872","David Copperfield",1999,"Drama","Unrated","185",NA,-1,"Upright",83,"Emilia Fox","Pauline Quirke","Maggie Smith","Daniel Radcliffe","Bob Hoskins","Simon Curtis","WGBH Boston Video","http://www.rottentomatoes.com/m/1097209-david_copperfield/"
"Demolition Man","Feature Film","Marco Brambilla",6.6,115,"1993","action, crime, sci_fi, thriller",108629,"1993-10-07","http://www.imdb.com/title/tt0106697/","0106697","Demolition Man",1993,"Drama","R","115","Fresh",64,"Upright",66,"Sylvester Stallone","Wesley Snipes","Sandra Bullock","Nigel Hawthorne","Benjamin Bratt","Marco Brambilla","Warner Home Video","http://www.rottentomatoes.com/m/demolition_man/"
"The Tree of Wooden Clogs","Feature Film","Ermanno Olmi",8,186,"1978","drama, history",3068,"1978-05","http://www.imdb.com/title/tt0077138/","0077138","L'albero degli Zoccoli (The Tree of Wooden Clogs)",1979,"Art House & International","Unrated","185","Fresh",100,"Upright",88,"Luigi Ornaghi","Luigi Omaghi","Francesca Moriggi","Omar Brignoli","Antonio Ferrari","Ermanno Olmi","Koch Lorber Films","http://www.rottentomatoes.com/m/tree_of_wooden_clogs/"
"Greenberg","Feature Film","Noah Baumbach",6.1,107,"2010","comedy, drama, romance",26069,"2010-02-14","http://www.imdb.com/title/tt1234654/","1234654","Greenberg",2010,"Drama","R","100","Certified Fresh",75,"Spilled",42,"Ben Stiller","Rhys Ifans","Greta Gerwig","Jennifer Jason Leigh","Brie Larson","Noah Baumbach","Focus Features","http://www.rottentomatoes.com/m/greenberg/"
"Double Team","Feature Film","Hark Tsui",4.6,93,"1997","action, comedy, sci_fi, thriller",22767,"1997-04-04","http://www.imdb.com/title/tt0119013/","0119013","Double Team",1997,"Action & Adventure","R","90","Rotten",11,"Spilled",24,"Jean-Claude Van Damme","Dennis Rodman","Mickey Rourke","Paul Freeman","Natacha Lindinger","Tsui Hark","Sony Pictures Home Entertainment","http://www.rottentomatoes.com/m/double_team/"
"Ghost World","Feature Film","Terry Zwigoff",7.5,111,"2001","comedy, drama",88316,"2001-06-16","http://www.imdb.com/title/tt0162346/","0162346","Ghost World",2001,"Drama","R","111","Certified Fresh",92,"Upright",84,"Thora Birch","Scarlett Johansson","Steve Buscemi","Brad Renfro","Illeana Douglas","Terry Zwigoff","United Artists","http://www.rottentomatoes.com/m/ghost_world/"
